champion,damage_objectives,damage_building,damage_turrets,kda,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed
Gragas,506.0,15532.0,506.0,2.75,0.0,34.0,138934,13487,TopLane_Jungle,Few
Camille,2419.0,5983.0,2419.0,4.0,1.0,19.0,88574,9203,TopLane_Jungle,Many
Sett,1460.0,3102.0,1460.0,2.0,1.0,15.0,78230,8613,Other,Many
Vex,2188.0,2188.0,2188.0,3.0,0.0,10.0,73409,8019,Other,Many
Aatrox,6999.0,12547.0,6999.0,7.0,4.0,24.0,157234,15425,TopLane_Jungle,Many
Jhin,6648.0,13896.0,6648.0,3.333333333,2.0,10.0,199545,14442,Other,Many
Nautilus,467.0,2442.0,467.0,4.0,0.0,72.0,20430,7822,Other,Few
Kassadin,559.0,3105.0,559.0,1.666666667,0.0,11.0,122722,10041,Other,Many
Rumble,0.0,4054.0,0.0,1.5,0.0,14.0,69443,6735,TopLane_Jungle,Few
Irelia,1870.0,2348.0,1870.0,0.818181818,0.0,17.0,177195,12628,Other,Many
Viego,0.0,710.0,0.0,1.0,0.0,11.0,49247,5009,TopLane_Jungle,Few
Seraphine,601.0,601.0,601.0,0.8,0.0,12.0,79666,8381,Other,Many
Yone,1172.0,4534.0,1172.0,0.5,0.0,8.0,117765,9685,TopLane_Jungle,Many
Viego,1539.0,34049.0,1539.0,3.4,2.0,36.0,203153,14281,TopLane_Jungle,Few
Akshan,1332.0,1332.0,1332.0,6.0,0.0,13.0,78875,8402,TopLane_Jungle,Many
LeeSin,0.0,7256.0,0.0,1.25,0.0,21.0,81582,6809,TopLane_Jungle,Few
Karma,3574.0,7147.0,3574.0,2.333333333,2.0,19.0,97059,8538,Other,Many
Brand,261.0,261.0,261.0,0.8888888890000001,0.0,42.0,37381,6249,Other,Few
MonkeyKing,551.0,551.0,551.0,1.2,0.0,21.0,102901,10574,TopLane_Jungle,Many
Gwen,1500.0,1500.0,1500.0,0.666666667,0.0,27.0,71450,8124,TopLane_Jungle,Many
Draven,8858.0,19030.0,8858.0,3.5,3.0,27.0,198102,13780,Other,Many
Talon,1648.0,30439.0,1648.0,4.8,1.0,52.0,250016,16137,TopLane_Jungle,Few
Fiora,10113.0,11295.0,10113.0,0.875,4.0,24.0,147750,13132,TopLane_Jungle,Many
Renekton,0.0,1423.0,0.0,1.8,0.0,37.0,89928,9261,TopLane_Jungle,Many
LeeSin,0.0,4342.0,0.0,2.8,0.0,18.0,72597,9330,TopLane_Jungle,Few
Rakan,746.0,967.0,746.0,16.0,1.0,27.0,19873,7461,Other,Few
Qiyana,8421.0,18058.0,8421.0,2.428571429,3.0,21.0,205245,16079,Other,Many
Trundle,10825.0,40581.0,10825.0,10.0,7.0,30.0,155854,12691,TopLane_Jungle,Few
Fiora,10769.0,14677.0,10769.0,2.0,4.0,25.0,159956,15478,TopLane_Jungle,Many
Blitzcrank,0.0,0.0,0.0,3.4,0.0,78.0,22204,9267,Other,Few
TwistedFate,1621.0,1621.0,1621.0,2.6,0.0,18.0,128586,11107,Other,Many
Janna,124.0,470.0,124.0,0.222222222,0.0,33.0,9387,3715,Other,Few
TwistedFate,1647.0,1647.0,1647.0,4.333333333,0.0,13.0,60995,8029,Other,Many
Jhin,925.0,2141.0,925.0,1.0,0.0,12.0,118101,9898,Other,Many
Janna,2706.0,3182.0,2706.0,4.0,0.0,37.0,20506,6078,Other,Few
Evelynn,72.0,24857.0,72.0,4.666666667,0.0,50.0,206865,16640,TopLane_Jungle,Few
Shen,2760.0,5905.0,2760.0,16.0,1.0,34.0,64714,9395,TopLane_Jungle,Many
Graves,6160.0,62267.0,6160.0,5.4,3.0,40.0,324067,20626,TopLane_Jungle,Many
Lux,469.0,3923.0,469.0,2.666666667,0.0,16.0,154323,11038,Other,Many
Senna,3665.0,6221.0,3665.0,3.8,0.0,71.0,53649,10817,Other,Few
Lucian,14307.0,24046.0,14307.0,10.33333333,4.0,38.0,197377,18306,Other,Many
Akali,3208.0,4001.0,3208.0,1.333333333,1.0,16.0,166397,14528,Other,Many
Leona,1145.0,1145.0,1145.0,3.6,0.0,44.0,20346,7072,Other,Few
Qiyana,10599.0,43757.0,10599.0,10.66666667,4.0,26.0,247272,20419,TopLane_Jungle,Few
Ashe,8048.0,13145.0,8048.0,3.125,3.0,20.0,154736,14332,Other,Many
Fiora,2609.0,3967.0,2609.0,0.833333333,1.0,17.0,65832,8087,TopLane_Jungle,Many
Hecarim,5166.0,34572.0,5166.0,6.333333333,2.0,22.0,160912,11959,TopLane_Jungle,Few
Jinx,17007.0,24557.0,17007.0,7.5,6.0,13.0,240881,19355,Other,Many
Viego,3298.0,23716.0,3298.0,5.8,1.0,32.0,190155,16432,TopLane_Jungle,Few
Zilean,1531.0,1949.0,1531.0,3.0,0.0,53.0,28175,8913,Other,Few
Jinx,11658.0,30001.0,11658.0,6.333333333,6.0,32.0,166770,12744,Other,Many
Ryze,2537.0,7795.0,2537.0,1.333333333,0.0,11.0,119975,8135,Other,Many
Lulu,736.0,1465.0,736.0,4.5,1.0,54.0,18669,7485,Other,Few
Kayn,1334.0,18087.0,1334.0,2.428571429,0.0,23.0,153898,12834,TopLane_Jungle,Few
Leona,0.0,517.0,0.0,1.125,0.0,81.0,20278,6316,Other,Few
Braum,0.0,2146.0,0.0,5.0,0.0,52.0,23117,7408,Other,Few
Caitlyn,9086.0,9329.0,9086.0,3.0,7.0,28.0,161875,12415,Other,Many
Aphelios,1822.0,5808.0,1822.0,0.571428571,0.0,9.0,74325,7764,Other,Many
Akshan,5731.0,9654.0,5731.0,1.714285714,2.0,33.0,165171,15119,TopLane_Jungle,Many
LeeSin,2354.0,34440.0,2354.0,1.857142857,2.0,46.0,145951,12414,TopLane_Jungle,Few
Jayce,9287.0,17548.0,9287.0,3.2,3.0,22.0,212978,16245,TopLane_Jungle,Many
Ezreal,8166.0,12415.0,8166.0,4.1428571430000005,1.0,31.0,166741,18189,Other,Many
DrMundo,2128.0,2213.0,2128.0,2.444444444,0.0,14.0,114238,13389,TopLane_Jungle,Many
Jinx,5865.0,18884.0,5865.0,2.25,1.0,27.0,128412,9938,Other,Many
Urgot,7263.0,13314.0,7263.0,0.8,3.0,15.0,88631,8029,TopLane_Jungle,Many
LeeSin,2725.0,21782.0,2725.0,5.0,3.0,35.0,162429,15595,TopLane_Jungle,Few
Xayah,10976.0,18359.0,10976.0,4.4,3.0,22.0,237510,17291,Other,Many
Urgot,6996.0,7488.0,6996.0,0.666666667,2.0,14.0,168050,12154,TopLane_Jungle,Many
Kaisa,4412.0,12256.0,4412.0,2.25,0.0,15.0,127370,12335,Other,Many
Thresh,545.0,545.0,545.0,3.0,0.0,56.0,30549,10072,Other,Few
Zilean,38.0,38.0,38.0,1.111111111,0.0,21.0,19835,4435,Other,Few
AurelionSol,338.0,1421.0,338.0,4.5,0.0,18.0,103657,8872,Other,Many
Syndra,3837.0,10614.0,3837.0,4.0,0.0,47.0,152854,12351,Other,Many
Janna,1123.0,2846.0,1123.0,8.0,1.0,70.0,39862,9941,Other,Few
Zed,329.0,30955.0,329.0,3.8,0.0,25.0,250591,14197,TopLane_Jungle,Few
Lulu,3488.0,5995.0,3488.0,6.4,0.0,56.0,23334,10187,Other,Few
Jhin,8809.0,14729.0,8809.0,9.0,4.0,26.0,128532,11033,Other,Many
Sion,5856.0,7262.0,5856.0,0.4,3.0,28.0,276311,16500,TopLane_Jungle,Many
Fizz,0.0,0.0,0.0,0.857142857,0.0,7.0,40590,4764,Other,Few
Ezreal,1802.0,5321.0,1802.0,1.0,1.0,21.0,90005,7550,Other,Many
Zed,1373.0,25965.0,1373.0,7.666666667,2.0,30.0,150576,11712,TopLane_Jungle,Few
Jinx,5561.0,21343.0,5561.0,2.25,3.0,21.0,259152,16602,Other,Many
Ziggs,20031.0,20031.0,20031.0,3.666666667,3.0,11.0,90286,8652,Other,Many
Taliyah,3872.0,39233.0,3872.0,16.0,0.0,21.0,271956,18866,TopLane_Jungle,Few
Talon,0.0,18521.0,0.0,0.666666667,0.0,26.0,136964,7263,TopLane_Jungle,Few
Nidalee,4791.0,35470.0,4791.0,6.0,1.0,39.0,198205,15520,TopLane_Jungle,Few
Lucian,2728.0,2892.0,2728.0,1.333333333,0.0,27.0,150370,11660,Other,Many
Zilean,310.0,310.0,310.0,1.111111111,0.0,18.0,105218,9590,TopLane_Jungle,Many
Zed,2415.0,37785.0,2415.0,2.25,1.0,43.0,242350,17735,TopLane_Jungle,Few
Leona,0.0,0.0,0.0,0.7142857140000001,0.0,46.0,13570,5099,Other,Few
Ekko,0.0,4695.0,0.0,1.6,0.0,11.0,110708,8831,TopLane_Jungle,Few
Rakan,529.0,529.0,529.0,2.25,1.0,60.0,8618,5316,Other,Few
Sett,8470.0,8470.0,8470.0,2.0,3.0,16.0,156351,13880,TopLane_Jungle,Many
Viktor,0.0,1624.0,0.0,1.75,0.0,32.0,105262,9432,Other,Many
Sett,1062.0,2795.0,1062.0,1.125,1.0,24.0,108322,11048,TopLane_Jungle,Many
Graves,7710.0,12494.0,7710.0,1.6,4.0,34.0,384814,22788,TopLane_Jungle,Many
Yuumi,2318.0,3584.0,2318.0,4.4,0.0,70.0,21931,8712,Other,Few
Malphite,444.0,444.0,444.0,1.0,0.0,9.0,78592,7562,TopLane_Jungle,Many
LeeSin,322.0,18900.0,322.0,4.333333333,1.0,36.0,189363,15420,TopLane_Jungle,Few
TwistedFate,5094.0,5158.0,5094.0,6.0,2.0,9.0,102371,11502,Other,Many
Lulu,1288.0,2062.0,1288.0,1.222222222,1.0,27.0,88641,9178,Other,Many
Rakan,527.0,732.0,527.0,4.5,1.0,74.0,15325,8117,Other,Few
Fiora,6995.0,9030.0,6995.0,1.6,0.0,18.0,109741,12331,Other,Many
Caitlyn,3995.0,8164.0,3995.0,1.272727273,2.0,13.0,111822,12389,Other,Many
Viktor,7062.0,7958.0,7062.0,3.5,3.0,35.0,156575,13496,Other,Many
Caitlyn,9292.0,9708.0,9292.0,9.5,5.0,14.0,114394,12459,Other,Many
LeeSin,100.0,9123.0,100.0,18.0,0.0,11.0,91768,9046,TopLane_Jungle,Few
Lucian,780.0,3343.0,780.0,0.428571429,0.0,14.0,75842,7473,Other,Many
Vex,3375.0,4874.0,3375.0,4.75,0.0,38.0,161437,11959,Other,Many
Thresh,0.0,2369.0,0.0,6.0,0.0,37.0,15264,7362,Other,Few
Ezreal,3768.0,5486.0,3768.0,1.416666667,1.0,37.0,183738,15967,Other,Many
Karthus,169.0,18046.0,169.0,1.714285714,0.0,19.0,205663,11954,TopLane_Jungle,Few
Akshan,1209.0,1209.0,1209.0,1.666666667,0.0,28.0,97311,11742,Other,Many
Senna,1615.0,8627.0,1615.0,1.714285714,0.0,70.0,96698,11829,Other,Few
Akshan,0.0,980.0,0.0,0.75,0.0,9.0,32940,4753,Other,Few
Jinx,2178.0,2492.0,2178.0,1.142857143,0.0,17.0,108738,9570,Other,Many
Janna,2743.0,2743.0,2743.0,1.25,2.0,33.0,21865,7125,Other,Few
Vladimir,2003.0,2003.0,2003.0,1.285714286,0.0,10.0,113316,11362,Other,Many
Ezreal,2840.0,3685.0,2840.0,1.25,0.0,28.0,115393,10161,Other,Many
Vayne,4607.0,7431.0,4607.0,3.0,1.0,36.0,97548,11598,Other,Many
LeeSin,1455.0,21996.0,1455.0,15.5,0.0,39.0,194563,16031,TopLane_Jungle,Few
Varus,1960.0,11112.0,1960.0,2.833333333,0.0,30.0,144008,12548,Other,Many
Qiyana,0.0,15503.0,0.0,0.7,0.0,14.0,128845,8740,TopLane_Jungle,Few
Ezreal,7016.0,12193.0,7016.0,3.166666667,3.0,17.0,154036,12657,Other,Many
Sylas,878.0,878.0,878.0,1.0,0.0,29.0,107703,9950,Other,Many
Jayce,3386.0,8410.0,3386.0,0.833333333,1.0,22.0,109203,10782,TopLane_Jungle,Many
Nidalee,0.0,2611.0,0.0,4.0,0.0,22.0,56906,5486,TopLane_Jungle,Few
Qiyana,0.0,17523.0,0.0,1.636363636,0.0,28.0,217448,13031,TopLane_Jungle,Few
Lulu,705.0,705.0,705.0,1.0,0.0,60.0,25780,7150,Other,Few
Xerath,3102.0,5072.0,3102.0,3.25,0.0,12.0,85751,9407,Other,Many
Nidalee,2572.0,25139.0,2572.0,3.0,1.0,36.0,172275,17512,TopLane_Jungle,Few
Nami,0.0,280.0,0.0,1.333333333,0.0,54.0,15494,6697,Other,Few
Yone,4861.0,10006.0,4861.0,1.25,1.0,17.0,308717,17050,TopLane_Jungle,Many
Yone,2595.0,4439.0,2595.0,19.0,1.0,17.0,127188,12429,Other,Many
Sona,1290.0,1489.0,1290.0,2.222222222,0.0,96.0,58036,12456,Other,Few
Akshan,3631.0,11627.0,3631.0,5.75,1.0,26.0,178972,16448,Other,Many
Aphelios,7849.0,19895.0,7849.0,2.6,4.0,23.0,191338,13921,Other,Many
Kalista,375.0,4267.0,375.0,0.818181818,0.0,39.0,85004,9482,Other,Many
Vex,1388.0,3652.0,1388.0,0.636363636,1.0,12.0,99491,8821,Other,Many
Riven,0.0,1011.0,0.0,1.0,0.0,10.0,67975,8938,TopLane_Jungle,Many
Gangplank,2149.0,3645.0,2149.0,0.583333333,0.0,16.0,148151,10429,TopLane_Jungle,Many
Leblanc,2015.0,2015.0,2015.0,4.0,1.0,22.0,88357,9862,Other,Many
Alistar,0.0,513.0,0.0,1.5,0.0,56.0,18585,5957,Other,Few
Irelia,4298.0,13525.0,4298.0,2.0,3.0,33.0,205130,13921,TopLane_Jungle,Many
Qiyana,0.0,29620.0,0.0,4.666666667,0.0,58.0,170309,13173,TopLane_Jungle,Few
Graves,95.0,7301.0,95.0,2.0,0.0,18.0,85769,6051,TopLane_Jungle,Few
Camille,2051.0,6486.0,2051.0,1.153846154,1.0,24.0,68681,9151,TopLane_Jungle,Few
Karma,239.0,239.0,239.0,0.9,0.0,39.0,22067,5760,Other,Few
Lucian,10865.0,32366.0,10865.0,3.428571429,5.0,43.0,281543,19519,Other,Many
Kaisa,1057.0,1129.0,1057.0,7.5,0.0,35.0,137726,12328,Other,Many
Ornn,2580.0,2847.0,2580.0,4.0,1.0,5.0,55446,5864,TopLane_Jungle,Many
LeeSin,0.0,1056.0,0.0,0.5555555560000001,0.0,13.0,71675,6017,TopLane_Jungle,Few
Viego,4947.0,27432.0,4947.0,3.5,3.0,22.0,147973,11458,TopLane_Jungle,Few
Katarina,549.0,892.0,549.0,0.875,0.0,17.0,77461,7639,Other,Many
Graves,183.0,3831.0,183.0,0.5,0.0,14.0,113580,7110,TopLane_Jungle,Many
Irelia,3067.0,5751.0,3067.0,0.666666667,2.0,21.0,118532,9617,TopLane_Jungle,Many
Lucian,80.0,3201.0,80.0,1.5555555559999998,0.0,38.0,166410,11732,Other,Many
Janna,1280.0,2279.0,1280.0,3.428571429,0.0,95.0,35050,9832,Other,Few
Graves,10508.0,33223.0,10508.0,2.5,3.0,36.0,310504,17509,TopLane_Jungle,Many
Nidalee,0.0,15835.0,0.0,1.142857143,0.0,34.0,140038,9900,TopLane_Jungle,Few
JarvanIV,1208.0,14425.0,1208.0,2.5,1.0,21.0,111747,9404,TopLane_Jungle,Few
LeeSin,6599.0,24845.0,6599.0,9.0,2.0,34.0,135446,11972,TopLane_Jungle,Few
Jhin,6578.0,10340.0,6578.0,8.5,2.0,23.0,124825,11358,Other,Many
Qiyana,0.0,29936.0,0.0,1.875,0.0,41.0,212307,13858,TopLane_Jungle,Few
Singed,0.0,9912.0,0.0,1.285714286,0.0,14.0,117080,7620,TopLane_Jungle,Few
Lucian,8704.0,15538.0,8704.0,3.0,5.0,22.0,198203,16698,Other,Many
Irelia,5263.0,13482.0,5263.0,3.8,3.0,16.0,120896,12073,TopLane_Jungle,Many
Kayn,0.0,3166.0,0.0,0.111111111,0.0,8.0,69312,4973,TopLane_Jungle,Few
Aatrox,4721.0,6800.0,4721.0,1.875,1.0,22.0,117903,12074,TopLane_Jungle,Many
Tristana,1048.0,1048.0,1048.0,0.666666667,0.0,19.0,89529,8293,Other,Many
Nami,1842.0,2012.0,1842.0,8.666666667000001,1.0,65.0,17063,8592,Other,Few
Viktor,2619.0,4897.0,2619.0,3.428571429,1.0,22.0,231680,18200,Other,Many
Rumble,367.0,6818.0,367.0,6.8,0.0,71.0,55630,15174,Other,Few
Rumble,5987.0,26741.0,5987.0,9.333333333,4.0,30.0,191004,15022,Other,Many
Lux,1363.0,2358.0,1363.0,4.8,0.0,28.0,149705,13924,Other,Many
Jayce,5642.0,7563.0,5642.0,1.4,1.0,30.0,180340,12873,TopLane_Jungle,Many
Karthus,2535.0,2950.0,2535.0,4.75,0.0,8.0,101255,10246,Other,Many
Caitlyn,9862.0,20807.0,9862.0,4.75,4.0,19.0,151726,13700,Other,Many
Talon,0.0,11323.0,0.0,9.0,0.0,14.0,99372,10108,TopLane_Jungle,Few
KogMaw,11666.0,34247.0,11666.0,5.5,7.0,24.0,158268,13104,Other,Many
Sylas,7285.0,7285.0,7285.0,2.777777778,4.0,30.0,126196,12770,Other,Many
Camille,5717.0,11576.0,5717.0,4.0,1.0,28.0,110914,11815,TopLane_Jungle,Many
Rumble,1918.0,2849.0,1918.0,2.857142857,0.0,12.0,137408,11959,Other,Many
Nidalee,579.0,16381.0,579.0,1.285714286,1.0,16.0,97278,9261,TopLane_Jungle,Few
Aphelios,2835.0,5244.0,2835.0,1.0,1.0,11.0,125506,9015,Other,Many
Xerath,1299.0,8941.0,1299.0,3.166666667,0.0,42.0,254530,17917,Other,Many
Lux,711.0,3391.0,711.0,3.428571429,0.0,75.0,34361,10006,Other,Few
TwistedFate,420.0,1448.0,420.0,1.142857143,0.0,18.0,112809,10504,Other,Many
Janna,945.0,1215.0,945.0,20.0,0.0,41.0,30974,7280,Other,Few
Lillia,213.0,21563.0,213.0,3.833333333,0.0,36.0,238481,15853,TopLane_Jungle,Few
Teemo,3500.0,4082.0,3500.0,0.428571429,1.0,15.0,86407,8303,TopLane_Jungle,Many
Lucian,2768.0,3409.0,2768.0,1.75,1.0,30.0,127084,9741,Other,Many
Lucian,6039.0,18036.0,6039.0,7.0,2.0,19.0,115982,12163,Other,Many
Lulu,280.0,820.0,280.0,1.25,0.0,50.0,16810,6509,Other,Few
Aphelios,2768.0,9869.0,2768.0,0.9,1.0,35.0,172273,11409,Other,Many
Jhin,5829.0,10443.0,5829.0,5.666666667,2.0,32.0,172574,13284,Other,Many
Viktor,4424.0,4424.0,4424.0,9.333333333,1.0,51.0,208571,16500,Other,Many
Camille,5201.0,6088.0,5201.0,1.25,3.0,15.0,66935,8348,TopLane_Jungle,Many
Irelia,3147.0,6697.0,3147.0,2.75,2.0,12.0,122270,11872,TopLane_Jungle,Many
Kassadin,5147.0,5147.0,5147.0,2.5,0.0,14.0,256220,19317,Other,Many
Gragas,1132.0,1465.0,1132.0,1.833333333,0.0,30.0,91570,8758,Other,Many
Karma,741.0,1013.0,741.0,3.0,1.0,37.0,16240,7307,Other,Few
Lulu,748.0,9072.0,748.0,7.0,0.0,77.0,22005,9656,Other,Few
Rell,456.0,653.0,456.0,8.0,0.0,38.0,20743,6727,Other,Few
Karma,130.0,2488.0,130.0,1.5,0.0,61.0,27862,6365,Other,Few
Sejuani,0.0,19444.0,0.0,2.166666667,0.0,42.0,133100,10299,TopLane_Jungle,Few
Vladimir,3793.0,3793.0,3793.0,0.2,1.0,16.0,87050,8091,TopLane_Jungle,Many
Jinx,3309.0,3530.0,3309.0,1.666666667,1.0,8.0,60600,7754,Other,Many
Singed,293.0,293.0,293.0,0.444444444,0.0,14.0,75440,7205,TopLane_Jungle,Many
Rell,368.0,434.0,368.0,2.9,0.0,78.0,28191,9803,Other,Few
Yone,551.0,3881.0,551.0,1.214285714,0.0,27.0,145165,11994,TopLane_Jungle,Many
Yasuo,3105.0,6381.0,3105.0,1.083333333,0.0,50.0,315520,17729,TopLane_Jungle,Many
Viktor,875.0,5365.0,875.0,1.75,0.0,17.0,99611,9402,Other,Many
Pyke,468.0,468.0,468.0,1.375,0.0,70.0,21065,6775,Other,Few
Singed,707.0,707.0,707.0,3.0,0.0,7.0,36614,5258,Other,Few
Karma,504.0,977.0,504.0,12.0,0.0,34.0,11085,5377,Other,Few
Zed,0.0,5248.0,0.0,1.0,0.0,20.0,112628,9832,TopLane_Jungle,Few
Corki,2012.0,8501.0,2012.0,1.75,1.0,32.0,151958,10125,Other,Many
Ekko,882.0,5084.0,882.0,3.666666667,0.0,20.0,142494,11256,Other,Many
Ekko,6932.0,15240.0,6932.0,5.25,3.0,28.0,196755,15853,Other,Many
Sylas,1870.0,1870.0,1870.0,0.363636364,1.0,14.0,86896,7408,Other,Many
Vex,3753.0,12594.0,3753.0,3.6,2.0,34.0,178053,15631,Other,Many
Braum,0.0,0.0,0.0,0.4,0.0,20.0,9175,3218,Other,Few
Karma,4764.0,5237.0,4764.0,8.0,3.0,57.0,33904,9008,TopLane_Jungle,Few
Lucian,520.0,5481.0,520.0,2.333333333,0.0,34.0,173628,12632,Other,Many
Ezreal,10580.0,24513.0,10580.0,2.8,5.0,35.0,161992,12332,Other,Many
Trundle,16970.0,21858.0,16970.0,1.733333333,5.0,28.0,211867,18450,TopLane_Jungle,Many
Lucian,7445.0,15359.0,7445.0,4.333333333,3.0,26.0,296962,21190,Other,Many
Jayce,2450.0,6757.0,2450.0,1.75,2.0,39.0,194585,14662,TopLane_Jungle,Many
Vayne,0.0,1493.0,0.0,0.375,0.0,6.0,53374,6375,Other,Many
Viktor,3966.0,10426.0,3966.0,2.333333333,4.0,36.0,174945,14839,TopLane_Jungle,Many
LeeSin,2123.0,20789.0,2123.0,6.0,1.0,28.0,160941,14171,TopLane_Jungle,Few
Kindred,6666.0,52464.0,6666.0,7.25,4.0,56.0,314696,20280,TopLane_Jungle,Many
Karma,95.0,3536.0,95.0,0.666666667,0.0,37.0,13806,4745,Other,Few
Singed,0.0,7110.0,0.0,4.6,0.0,20.0,174809,13439,TopLane_Jungle,Many
Karma,865.0,3320.0,865.0,2.25,1.0,64.0,38835,8835,Other,Few
Lulu,1983.0,2480.0,1983.0,2.285714286,0.0,63.0,12503,7968,Other,Few
Vayne,4820.0,17933.0,4820.0,1.5,0.0,17.0,69850,8482,Other,Many
Gragas,0.0,4185.0,0.0,1.875,0.0,23.0,90719,11737,Other,Many
Caitlyn,5213.0,5213.0,5213.0,4.0,1.0,13.0,79157,7788,Other,Many
Karthus,0.0,4563.0,0.0,2.5,0.0,18.0,269816,16020,TopLane_Jungle,Many
LeeSin,270.0,4907.0,270.0,1.5,0.0,25.0,134545,10202,TopLane_Jungle,Few
Khazix,0.0,10201.0,0.0,1.666666667,0.0,18.0,80019,6583,TopLane_Jungle,Few
Singed,0.0,2518.0,0.0,2.333333333,0.0,10.0,101106,11008,Other,Many
Karma,2592.0,4116.0,2592.0,6.666666667,1.0,68.0,25021,9825,Other,Few
Gangplank,3544.0,7391.0,3544.0,1.125,1.0,12.0,220007,13514,TopLane_Jungle,Many
Jhin,6825.0,25498.0,6825.0,5.5,5.0,30.0,258243,15942,Other,Many
Renekton,2158.0,2158.0,2158.0,1.666666667,1.0,12.0,101798,8985,TopLane_Jungle,Many
Zed,979.0,10435.0,979.0,1.75,0.0,17.0,117838,7490,TopLane_Jungle,Few
Talon,0.0,4719.0,0.0,2.25,0.0,30.0,131293,9431,TopLane_Jungle,Few
Rumble,1569.0,3807.0,1569.0,2.0,1.0,30.0,122661,10336,Other,Many
Jhin,8566.0,24366.0,8566.0,7.0,3.0,25.0,215598,18037,Other,Many
Talon,1578.0,7327.0,1578.0,1.0,2.0,20.0,145238,10243,TopLane_Jungle,Few
Velkoz,0.0,45.0,0.0,2.5,0.0,28.0,160266,13523,Other,Many
Karthus,3555.0,58471.0,3555.0,3.357142857,3.0,47.0,360431,23103,TopLane_Jungle,Few
Akali,3142.0,3142.0,3142.0,1.714285714,0.0,11.0,103604,13153,TopLane_Jungle,Many
Alistar,0.0,27.0,0.0,1.5,0.0,28.0,15160,4949,Other,Few
Zoe,1314.0,4745.0,1314.0,2.0,0.0,8.0,126522,8670,Other,Many
Yasuo,194.0,6528.0,194.0,1.833333333,0.0,32.0,172810,10298,Other,Many
Velkoz,4850.0,7488.0,4850.0,5.5,2.0,22.0,147493,13233,Other,Many
Teemo,1555.0,1555.0,1555.0,0.666666667,0.0,17.0,57114,6987,TopLane_Jungle,Many
Sejuani,3684.0,11718.0,3684.0,7.5,1.0,27.0,92219,9836,Other,Many
Nautilus,199.0,4398.0,199.0,6.666666667,0.0,92.0,37168,9354,Other,Few
Karthus,2021.0,8648.0,2021.0,2.888888889,2.0,10.0,170844,16537,Other,Many
Ziggs,39300.0,50833.0,39300.0,5.666666667,6.0,28.0,202105,12560,Other,Many
Vex,620.0,1120.0,620.0,2.888888889,0.0,65.0,66432,12026,Other,Few
Lulu,218.0,475.0,218.0,1.111111111,0.0,52.0,11021,5837,Other,Few
Rengar,577.0,5162.0,577.0,0.636363636,0.0,19.0,79679,7410,TopLane_Jungle,Few
Rumble,2530.0,4268.0,2530.0,3.25,2.0,20.0,112084,11979,TopLane_Jungle,Many
Viego,768.0,3207.0,768.0,0.5,0.0,37.0,95119,7862,TopLane_Jungle,Few
Varus,1046.0,4190.0,1046.0,0.857142857,0.0,18.0,115207,9727,Other,Many
Yuumi,580.0,1335.0,580.0,7.0,0.0,50.0,20288,8842,Other,Few
XinZhao,2100.0,19760.0,2100.0,5.0,1.0,31.0,180660,13076,TopLane_Jungle,Few
Talon,1187.0,23464.0,1187.0,4.5,2.0,19.0,195476,12835,TopLane_Jungle,Few
Kaisa,3190.0,14952.0,3190.0,2.8,3.0,36.0,178715,12672,Other,Many
LeeSin,0.0,9336.0,0.0,1.4,0.0,21.0,88821,7705,TopLane_Jungle,Few
Lux,2038.0,6357.0,2038.0,3.0,1.0,19.0,120988,12118,Other,Many
Rakan,684.0,1109.0,684.0,6.5,1.0,48.0,20627,8552,Other,Few
LeeSin,628.0,21159.0,628.0,1.714285714,0.0,24.0,123373,9250,TopLane_Jungle,Few
Akshan,3143.0,6942.0,3143.0,2.125,1.0,26.0,144585,14997,TopLane_Jungle,Many
Akali,528.0,3686.0,528.0,17.0,0.0,36.0,146520,14524,Other,Many
Viego,1511.0,26879.0,1511.0,2.833333333,3.0,24.0,83339,9073,TopLane_Jungle,Few
Gwen,11899.0,12842.0,11899.0,7.5,4.0,17.0,126264,12955,TopLane_Jungle,Many
Nami,1515.0,2885.0,1515.0,6.0,0.0,96.0,21803,10108,Other,Few
Jax,6582.0,6582.0,6582.0,6.0,2.0,10.0,108183,10276,TopLane_Jungle,Many
Jinx,5758.0,22777.0,5758.0,3.0,1.0,10.0,99034,8257,Other,Many
Kaisa,3418.0,5647.0,3418.0,2.5,2.0,19.0,203080,16626,Other,Many
Zyra,893.0,893.0,893.0,0.909090909,0.0,61.0,25806,7292,Other,Few
TahmKench,506.0,2351.0,506.0,3.25,0.0,12.0,67193,10148,TopLane_Jungle,Many
Lux,537.0,537.0,537.0,1.125,0.0,57.0,20335,7692,Other,Few
Jhin,5849.0,21003.0,5849.0,4.4,2.0,24.0,239747,15529,Other,Many
Diana,11935.0,17983.0,11935.0,22.0,4.0,14.0,143285,12579,Other,Many
Camille,3894.0,8297.0,3894.0,3.25,1.0,24.0,167647,12034,TopLane_Jungle,Many
Jayce,7132.0,11207.0,7132.0,1.75,1.0,33.0,171567,12686,TopLane_Jungle,Many
LeeSin,745.0,43207.0,745.0,3.5,0.0,29.0,150112,10672,TopLane_Jungle,Few
Talon,0.0,4098.0,0.0,0.8888888890000001,0.0,15.0,89562,8155,TopLane_Jungle,Few
Irelia,3482.0,7719.0,3482.0,2.6,2.0,10.0,145750,12827,TopLane_Jungle,Many
