champion,damage_objectives,damage_building,damage_turrets,kda,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed
Viktor,172.0,172.0,172.0,1.5,0.0,26.0,95818,7707,Other,Many
Kled,6104.0,8459.0,6104.0,12.0,2.0,12.0,87654,10277,TopLane_Jungle,Many
Tryndamere,0.0,332.0,0.0,0.4285714285714285,0.0,7.0,50148,5964,Other,Many
Caitlyn,2299.0,3540.0,2299.0,0.7272727272727273,0.0,18.0,56534,6853,Other,Many
TwistedFate,0.0,1170.0,0.0,0.8,0.0,14.0,47938,7037,Other,Many
Jayce,2518.0,2518.0,2518.0,0.5,1.0,29.0,97279,9229,TopLane_Jungle,Many
Samira,3301.0,4424.0,3301.0,1.5714285714285714,1.0,28.0,131838,11668,Other,Many
Sett,0.0,0.0,0.0,1.25,0.0,42.0,33355,6897,Other,Few
Zac,34.0,4486.0,34.0,3.0,0.0,18.0,90101,8009,TopLane_Jungle,Few
Yone,2228.0,4916.0,2228.0,7.0,1.0,14.0,80784,7604,TopLane_Jungle,Many
Nautilus,0.0,0.0,0.0,2.5,0.0,23.0,22916,4442,Other,Few
Akali,4297.0,4297.0,4297.0,1.5,1.0,10.0,80545,10757,TopLane_Jungle,Many
Yone,5454.0,9127.0,5454.0,1.75,2.0,22.0,236090,15234,Other,Many
Samira,317.0,317.0,317.0,0.2857142857142857,0.0,8.0,76969,7378,Other,Many
Akali,0.0,0.0,0.0,0.5,0.0,10.0,66290,7102,TopLane_Jungle,Many
Kaisa,5011.0,12574.0,5011.0,2.2857142857142856,1.0,32.0,210797,16176,Other,Many
Sona,875.0,1947.0,875.0,1.9166666666666667,0.0,88.0,29042,9093,Other,Few
RekSai,0.0,5042.0,0.0,2.2,0.0,35.0,103410,9303,TopLane_Jungle,Few
Leona,0.0,852.0,0.0,3.6666666666666665,0.0,59.0,26998,8472,Other,Few
Akshan,4406.0,5132.0,4406.0,3.4,3.0,25.0,109729,11144,Other,Many
Akali,843.0,1016.0,843.0,0.5454545454545454,1.0,6.0,68286,8422,Other,Many
Jax,2192.0,5565.0,2192.0,1.0,0.0,7.0,78319,6922,TopLane_Jungle,Many
Thresh,334.0,1307.0,334.0,4.0,0.0,84.0,17425,9344,Other,Few
Ekko,397.0,14670.0,397.0,1.375,0.0,29.0,164318,11022,TopLane_Jungle,Few
Hecarim,184.0,9150.0,184.0,1.0,0.0,24.0,97706,7319,TopLane_Jungle,Few
Xayah,1032.0,4897.0,1032.0,1.25,0.0,27.0,130872,9092,Other,Many
Akshan,5921.0,18496.0,5921.0,3.8571428571428568,4.0,36.0,176936,16757,Other,Many
Hecarim,551.0,31591.0,551.0,9.5,1.0,18.0,163830,11097,TopLane_Jungle,Few
Jhin,2312.0,2694.0,2312.0,5.0,1.0,44.0,262839,14491,Other,Many
Leona,86.0,1991.0,86.0,4.0,0.0,78.0,22012,8448,Other,Few
LeeSin,160.0,41967.0,160.0,2.2222222222222223,0.0,31.0,179621,13410,TopLane_Jungle,Few
Aphelios,3638.0,10123.0,3638.0,2.0,1.0,20.0,154982,12811,Other,Many
Xayah,4149.0,8396.0,4149.0,2.0,1.0,37.0,181553,12658,Other,Many
Gangplank,2915.0,5969.0,2915.0,1.25,0.0,7.0,110050,8822,TopLane_Jungle,Many
Zed,870.0,38483.0,870.0,4.333333333333333,3.0,21.0,195466,12458,TopLane_Jungle,Few
Graves,1457.0,48721.0,1457.0,7.0,2.0,28.0,275162,18384,TopLane_Jungle,Few
Aphelios,1884.0,1884.0,1884.0,1.5,0.0,24.0,98836,10520,Other,Many
Ezreal,3025.0,19144.0,3025.0,2.0,0.0,16.0,108196,11130,Other,Many
Kaisa,5152.0,5152.0,5152.0,6.0,1.0,5.0,77075,7449,Other,Many
Kaisa,4354.0,5768.0,4354.0,3.2,2.0,21.0,179736,14584,Other,Many
Diana,2251.0,23061.0,2251.0,1.8,2.0,25.0,140036,10379,TopLane_Jungle,Few
Yasuo,5186.0,20693.0,5186.0,3.25,3.0,12.0,153753,11999,Other,Many
Akali,203.0,203.0,203.0,1.1666666666666667,0.0,16.0,78163,8495,Other,Many
Lulu,804.0,3522.0,804.0,2.0,0.0,45.0,15882,6998,Other,Few
Sylas,0.0,0.0,0.0,0.75,0.0,5.0,23308,3806,Other,Few
LeeSin,0.0,22142.0,0.0,1.5714285714285714,0.0,22.0,124522,9723,TopLane_Jungle,Few
Renekton,4151.0,6277.0,4151.0,1.8,1.0,39.0,165934,14946,TopLane_Jungle,Many
Zoe,1958.0,4661.0,1958.0,11.0,1.0,33.0,118302,11019,Other,Many
Akali,1771.0,1771.0,1771.0,0.3333333333333333,1.0,13.0,78289,7418,TopLane_Jungle,Many
Senna,3406.0,4325.0,3406.0,5.666666666666668,2.0,77.0,44313,9482,Other,Few
Tryndamere,4469.0,7578.0,4469.0,2.0,1.0,14.0,104749,8374,TopLane_Jungle,Many
Lux,291.0,1377.0,291.0,1.4166666666666667,0.0,44.0,19271,6492,Other,Few
Akali,196.0,268.0,196.0,18.0,0.0,23.0,96184,10441,TopLane_Jungle,Many
Sylas,952.0,8672.0,952.0,4.666666666666667,0.0,25.0,115028,10445,Other,Many
Yone,768.0,768.0,768.0,0.4,0.0,6.0,70708,6247,TopLane_Jungle,Many
Corki,3200.0,4919.0,3200.0,1.75,1.0,29.0,191683,13441,TopLane_Jungle,Many
Nautilus,0.0,412.0,0.0,2.4,0.0,68.0,20201,6783,Other,Few
Zoe,924.0,4461.0,924.0,2.0,1.0,20.0,70730,7448,Other,Many
Caitlyn,8608.0,14979.0,8608.0,4.25,3.0,8.0,132616,12829,Other,Many
LeeSin,493.0,2073.0,493.0,1.4,0.0,18.0,68856,9009,TopLane_Jungle,Few
Jayce,5300.0,6227.0,5300.0,0.8181818181818182,1.0,7.0,73623,7597,TopLane_Jungle,Many
Viktor,5224.0,5224.0,5224.0,5.6,3.0,20.0,145484,14171,TopLane_Jungle,Many
Yone,1854.0,6329.0,1854.0,1.4,1.0,21.0,126155,8885,TopLane_Jungle,Many
Rakan,0.0,0.0,0.0,1.2727272727272727,0.0,10.0,19680,5719,Other,Few
Leona,725.0,725.0,725.0,3.25,0.0,36.0,19030,7205,Other,Few
Gwen,4052.0,8538.0,4052.0,2.6,3.0,16.0,138776,12570,TopLane_Jungle,Many
Yone,1117.0,1614.0,1117.0,10.0,0.0,9.0,76015,7762,Other,Many
Jinx,13552.0,20657.0,13552.0,2.8,6.0,30.0,206960,17154,Other,Many
Gragas,501.0,1902.0,501.0,4.0,0.0,33.0,26924,6419,Other,Few
Aphelios,2238.0,2238.0,2238.0,1.3333333333333333,0.0,25.0,87748,11167,Other,Many
XinZhao,952.0,32525.0,952.0,25.0,1.0,30.0,184990,14173,TopLane_Jungle,Few
Nunu,375.0,4350.0,375.0,1.8571428571428568,0.0,18.0,98360,9046,Other,Many
Akshan,2248.0,3317.0,2248.0,3.0,0.0,12.0,81918,6880,Other,Many
Jayce,5259.0,5259.0,5259.0,1.0,2.0,18.0,106116,10412,TopLane_Jungle,Many
Aphelios,7803.0,12103.0,7803.0,2.6666666666666665,3.0,28.0,187354,14144,Other,Many
Rengar,1250.0,11536.0,1250.0,1.4285714285714286,0.0,22.0,103236,8422,TopLane_Jungle,Few
Nautilus,296.0,679.0,296.0,5.25,0.0,46.0,20528,8560,Other,Few
Zoe,856.0,856.0,856.0,1.8,0.0,9.0,71982,7176,Other,Many
Sylas,5014.0,5014.0,5014.0,1.5384615384615383,3.0,28.0,131993,14707,Other,Many
Syndra,2157.0,3407.0,2157.0,4.25,2.0,23.0,157616,13348,Other,Many
Sett,2365.0,2584.0,2365.0,1.125,1.0,19.0,72109,8182,Other,Many
Sylas,1004.0,1004.0,1004.0,1.2857142857142858,0.0,8.0,67756,8090,Other,Many
Riven,1804.0,15429.0,1804.0,5.333333333333333,0.0,19.0,123382,11101,TopLane_Jungle,Many
Viego,1988.0,7819.0,1988.0,1.125,1.0,37.0,111217,8557,TopLane_Jungle,Few
Akali,1647.0,1647.0,1647.0,1.6,0.0,9.0,70929,8352,TopLane_Jungle,Many
Zed,0.0,3744.0,0.0,2.0,0.0,13.0,95093,9048,TopLane_Jungle,Few
Ziggs,18551.0,20990.0,18551.0,6.333333333333332,3.0,15.0,141960,12040,Other,Many
Aatrox,6755.0,15048.0,6755.0,10.5,3.0,32.0,160958,15684,TopLane_Jungle,Many
Ezreal,4065.0,17051.0,4065.0,9.5,0.0,30.0,125043,12697,Other,Many
Leona,0.0,1420.0,0.0,1.2222222222222223,0.0,42.0,13698,5719,Other,Few
Renekton,3392.0,3392.0,3392.0,2.75,1.0,13.0,74527,9337,TopLane_Jungle,Many
LeeSin,535.0,4369.0,535.0,2.0,0.0,23.0,105529,10967,TopLane_Jungle,Few
Gragas,873.0,3314.0,873.0,2.875,0.0,75.0,32115,9045,Other,Few
Akali,3821.0,7690.0,3821.0,5.25,2.0,24.0,143221,14437,Other,Many
Lulu,903.0,2950.0,903.0,12.0,1.0,64.0,13957,9388,Other,Few
Nautilus,425.0,3248.0,425.0,3.8571428571428568,1.0,101.0,30420,10189,Other,Few
Riven,5187.0,8880.0,5187.0,14.0,2.0,23.0,170091,14196,TopLane_Jungle,Many
Nidalee,120.0,13601.0,120.0,3.2,1.0,22.0,126015,10967,TopLane_Jungle,Few
Jinx,3767.0,23091.0,3767.0,2.25,2.0,23.0,298759,15902,Other,Many
Lulu,515.0,1052.0,515.0,3.1,0.0,99.0,18484,11605,Other,Few
Zoe,7561.0,12557.0,7561.0,7.5,3.0,31.0,161779,13433,Other,Many
LeeSin,0.0,16023.0,0.0,1.3333333333333333,0.0,18.0,103427,7174,TopLane_Jungle,Few
Leona,15.0,15.0,15.0,2.0,0.0,31.0,14016,4755,Other,Few
Lux,584.0,1143.0,584.0,2.571428571428572,0.0,106.0,42741,8979,Other,Few
Leona,108.0,108.0,108.0,1.2,0.0,35.0,16678,4598,Other,Few
Jinx,7507.0,26206.0,7507.0,4.75,3.0,37.0,173177,14041,Other,Many
Caitlyn,2284.0,2960.0,2284.0,0.8461538461538461,0.0,23.0,96637,10393,Other,Many
Yone,6865.0,15469.0,6865.0,9.5,3.0,22.0,208329,15530,Other,Many
Khazix,1570.0,40871.0,1570.0,10.0,0.0,27.0,154106,11948,TopLane_Jungle,Few
Riven,2131.0,4168.0,2131.0,5.5,1.0,13.0,70313,8513,TopLane_Jungle,Many
Ziggs,16530.0,18648.0,16530.0,4.333333333333333,3.0,15.0,126469,10276,Other,Many
Yasuo,3065.0,5243.0,3065.0,12.0,1.0,9.0,98066,9084,Other,Many
MissFortune,1859.0,2775.0,1859.0,2.8,1.0,9.0,69080,8991,Other,Many
Renekton,3778.0,3778.0,3778.0,2.333333333333333,0.0,9.0,68813,7049,Other,Many
Gangplank,2269.0,2269.0,2269.0,9.0,0.0,12.0,81707,8151,TopLane_Jungle,Many
Renekton,2041.0,4374.0,2041.0,5.0,1.0,34.0,121112,10244,TopLane_Jungle,Many
Syndra,1998.0,6685.0,1998.0,1.6666666666666667,0.0,26.0,170916,12885,Other,Many
Ekko,2892.0,5093.0,2892.0,1.5,0.0,11.0,120154,8670,TopLane_Jungle,Few
Pantheon,0.0,0.0,0.0,0.3333333333333333,0.0,12.0,74593,5771,TopLane_Jungle,Many
LeeSin,1188.0,11442.0,1188.0,1.8,0.0,40.0,126715,8672,TopLane_Jungle,Few
Kaisa,7882.0,18307.0,7882.0,3.4,2.0,54.0,199620,14829,Other,Many
Ryze,1492.0,8974.0,1492.0,4.0,1.0,19.0,179368,11382,Other,Many
Sylas,4204.0,5423.0,4204.0,4.5,2.0,21.0,137743,13476,Other,Many
Syndra,3992.0,3992.0,3992.0,8.0,2.0,22.0,105790,10076,Other,Many
Pyke,1015.0,1015.0,1015.0,13.0,0.0,99.0,17601,8813,Other,Few
Lulu,261.0,600.0,261.0,1.1111111111111112,0.0,104.0,24819,7722,Other,Few
Akali,547.0,685.0,547.0,0.5714285714285714,0.0,10.0,63630,6947,Other,Many
Sett,0.0,0.0,0.0,1.25,0.0,42.0,33355,6897,Other,Few
Viktor,791.0,2062.0,791.0,1.6666666666666667,1.0,20.0,72314,9205,TopLane_Jungle,Many
LeeSin,995.0,25043.0,995.0,6.0,1.0,24.0,112233,11768,TopLane_Jungle,Few
Jhin,5686.0,20909.0,5686.0,2.833333333333333,2.0,27.0,290766,17194,Other,Many
Nautilus,247.0,701.0,247.0,1.0,0.0,35.0,16071,4768,Other,Few
Lulu,206.0,206.0,206.0,0.75,0.0,54.0,10597,5912,Other,Few
Taliyah,4211.0,40554.0,4211.0,2.5384615384615383,1.0,41.0,254381,18747,TopLane_Jungle,Few
Lux,283.0,283.0,283.0,2.25,0.0,42.0,10773,4648,Other,Few
Lucian,4854.0,6361.0,4854.0,2.2,2.0,24.0,136182,12339,TopLane_Jungle,Many
Vex,2062.0,3100.0,2062.0,9.0,0.0,21.0,70095,7346,Other,Many
Blitzcrank,393.0,393.0,393.0,3.25,0.0,57.0,16440,6989,Other,Few
Jinx,7458.0,22334.0,7458.0,4.25,2.0,30.0,142469,11795,Other,Many
Lucian,2992.0,12581.0,2992.0,1.8,1.0,23.0,166674,13392,TopLane_Jungle,Many
Ezreal,2680.0,3173.0,2680.0,8.0,0.0,12.0,63166,7410,Other,Many
Sylas,6545.0,8056.0,6545.0,1.0,3.0,23.0,166728,14028,TopLane_Jungle,Many
Rakan,330.0,2154.0,330.0,5.0,0.0,124.0,20821,8772,Other,Few
Yone,4674.0,19080.0,4674.0,1.6666666666666667,5.0,20.0,119931,10515,TopLane_Jungle,Many
Yasuo,594.0,2008.0,594.0,14.0,1.0,7.0,79575,8550,Other,Many
Sylas,1702.0,3743.0,1702.0,1.1428571428571428,0.0,21.0,107196,9616,Other,Many
Senna,1545.0,1831.0,1545.0,1.3333333333333333,0.0,72.0,29209,9627,Other,Few
Lux,758.0,2537.0,758.0,2.5,0.0,57.0,29178,7540,Other,Few
Graves,0.0,1812.0,0.0,0.75,0.0,12.0,55282,4706,TopLane_Jungle,Few
Yasuo,3803.0,15343.0,3803.0,1.8571428571428568,2.0,18.0,156905,12621,Other,Many
Talon,0.0,18275.0,0.0,14.0,0.0,22.0,154706,10422,TopLane_Jungle,Few
LeeSin,65.0,14724.0,65.0,2.333333333333333,1.0,27.0,148470,10386,TopLane_Jungle,Few
Irelia,9455.0,15979.0,9455.0,7.333333333333332,3.0,14.0,220529,16257,TopLane_Jungle,Many
Akali,6016.0,8233.0,6016.0,7.0,3.0,32.0,179599,16283,TopLane_Jungle,Many
Graves,2590.0,24811.0,2590.0,2.75,1.0,34.0,208485,15121,TopLane_Jungle,Few
Jhin,2547.0,12178.0,2547.0,1.4,1.0,22.0,131742,10130,Other,Many
Syndra,257.0,1223.0,257.0,4.0,0.0,22.0,152265,11370,Other,Many
Thresh,0.0,1370.0,0.0,17.0,0.0,57.0,16009,7036,Other,Few
Taliyah,1981.0,30301.0,1981.0,2.2,1.0,38.0,194698,11488,TopLane_Jungle,Few
Viego,666.0,3833.0,666.0,1.4285714285714286,1.0,19.0,92970,10231,TopLane_Jungle,Many
Camille,0.0,375.0,0.0,0.4,0.0,8.0,26291,3981,TopLane_Jungle,Few
Graves,4496.0,65573.0,4496.0,4.25,3.0,61.0,395204,21312,TopLane_Jungle,Many
Jhin,1799.0,3560.0,1799.0,5.0,1.0,29.0,111513,10275,Other,Many
Nami,419.0,1222.0,419.0,7.5,0.0,70.0,10988,6932,Other,Few
Aphelios,8374.0,11154.0,8374.0,2.142857142857143,1.0,17.0,209747,15722,Other,Many
Taliyah,720.0,11232.0,720.0,1.6153846153846154,0.0,96.0,86801,11634,Other,Few
Aphelios,2993.0,4237.0,2993.0,2.5,1.0,16.0,96029,8103,Other,Many
Braum,1025.0,1025.0,1025.0,14.0,1.0,18.0,15613,5339,Other,Few
Pyke,0.0,0.0,0.0,2.333333333333333,0.0,51.0,18382,7333,Other,Few
Fiora,10265.0,10265.0,10265.0,0.4,3.0,13.0,99866,9285,TopLane_Jungle,Many
Ekko,0.0,11435.0,0.0,1.2727272727272727,0.0,24.0,118134,8742,TopLane_Jungle,Few
LeeSin,0.0,4579.0,0.0,0.75,0.0,18.0,75097,5554,TopLane_Jungle,Few
Rakan,1049.0,2304.0,1049.0,3.25,1.0,72.0,33083,7404,Other,Few
Camille,5189.0,5189.0,5189.0,5.333333333333333,1.0,14.0,71875,10112,TopLane_Jungle,Many
Xayah,1867.0,1867.0,1867.0,0.7142857142857143,0.0,6.0,66663,7928,Other,Many
Nami,939.0,939.0,939.0,7.666666666666668,0.0,47.0,10409,6606,Other,Few
MissFortune,1901.0,1901.0,1901.0,3.6666666666666665,1.0,26.0,116117,10106,Other,Many
Leona,0.0,0.0,0.0,0.7777777777777778,0.0,108.0,13927,7191,Other,Few
Nautilus,0.0,0.0,0.0,1.6363636363636365,0.0,51.0,27085,6644,Other,Few
Ahri,670.0,721.0,670.0,0.75,0.0,11.0,38886,5697,Other,Few
Talon,353.0,31036.0,353.0,2.1666666666666665,0.0,21.0,139307,10168,TopLane_Jungle,Few
Kindred,864.0,18165.0,864.0,2.4285714285714284,1.0,25.0,118655,10099,TopLane_Jungle,Few
Sylas,1592.0,2919.0,1592.0,0.5833333333333334,1.0,16.0,100469,8826,TopLane_Jungle,Many
Kaisa,2223.0,2223.0,2223.0,15.0,1.0,16.0,70767,8387,Other,Many
Viktor,1223.0,5726.0,1223.0,6.5,0.0,7.0,82872,8712,Other,Many
JarvanIV,434.0,11387.0,434.0,1.4,0.0,40.0,135751,10343,TopLane_Jungle,Few
Leblanc,0.0,0.0,0.0,1.8,0.0,14.0,56441,7804,Other,Many
Viktor,2829.0,2829.0,2829.0,4.5,1.0,15.0,82210,8615,Other,Many
Viktor,1126.0,1126.0,1126.0,2.8,0.0,26.0,95943,10250,Other,Many
TwistedFate,440.0,440.0,440.0,0.3333333333333333,0.0,15.0,64091,6012,Other,Many
TwistedFate,2593.0,2593.0,2593.0,7.0,1.0,13.0,62616,8779,Other,Many
Lissandra,109.0,366.0,109.0,0.4285714285714285,0.0,18.0,104426,7982,Other,Many
Viego,3943.0,32981.0,3943.0,4.6,0.0,29.0,171200,13586,TopLane_Jungle,Few
Lulu,0.0,0.0,0.0,2.0,0.0,60.0,12134,7423,Other,Few
LeeSin,1025.0,38985.0,1025.0,4.4,1.0,34.0,197571,14719,TopLane_Jungle,Few
Karma,1685.0,6597.0,1685.0,1.4285714285714286,2.0,66.0,25420,7939,Other,Few
Corki,296.0,2034.0,296.0,6.0,0.0,11.0,83591,9466,Other,Many
Jax,2485.0,25312.0,2485.0,0.8,1.0,22.0,192833,13372,TopLane_Jungle,Many
RekSai,2471.0,34849.0,2471.0,3.0,3.0,32.0,156915,12450,TopLane_Jungle,Few
Caitlyn,8470.0,8470.0,8470.0,1.4,2.0,38.0,159218,12585,Other,Many
Orianna,396.0,821.0,396.0,7.0,0.0,27.0,106179,8535,Other,Many
XinZhao,1213.0,11875.0,1213.0,1.8,1.0,23.0,101352,9082,TopLane_Jungle,Few
Tryndamere,2193.0,2193.0,2193.0,0.4,0.0,11.0,42802,5126,TopLane_Jungle,Few
Karma,0.0,1803.0,0.0,0.4545454545454545,0.0,32.0,20226,5892,Other,Few
Rumble,0.0,6472.0,0.0,2.0,0.0,14.0,91327,8917,TopLane_Jungle,Few
Vayne,4200.0,12327.0,4200.0,1.75,1.0,29.0,142758,13526,Other,Many
Viego,984.0,29394.0,984.0,20.0,1.0,31.0,122155,10988,TopLane_Jungle,Few
Caitlyn,1867.0,1867.0,1867.0,4.333333333333333,0.0,13.0,114494,9713,Other,Many
Vex,616.0,3434.0,616.0,1.4285714285714286,0.0,20.0,148088,11411,Other,Many
Jinx,2317.0,8981.0,2317.0,1.5,0.0,12.0,131281,10997,Other,Many
Graves,1966.0,1966.0,1966.0,9.0,0.0,9.0,72805,7291,TopLane_Jungle,Many
Viktor,435.0,2244.0,435.0,0.8,0.0,6.0,47966,5151,Other,Few
Talon,54.0,24895.0,54.0,3.6666666666666665,0.0,25.0,162584,11005,TopLane_Jungle,Few
Lucian,1091.0,4396.0,1091.0,1.4,0.0,50.0,171251,12684,Other,Many
Ezreal,12486.0,20612.0,12486.0,8.333333333333334,4.0,24.0,230988,18690,Other,Many
Leblanc,5171.0,11512.0,5171.0,5.75,1.0,27.0,164598,16131,Other,Many
Jayce,990.0,1684.0,990.0,0.75,0.0,35.0,85811,9016,Other,Many
Rumble,351.0,11280.0,351.0,3.8571428571428568,0.0,38.0,238397,19425,TopLane_Jungle,Few
Yasuo,5280.0,5529.0,5280.0,14.0,2.0,17.0,117886,11581,Other,Many
Jinx,12391.0,18287.0,12391.0,5.666666666666668,5.0,25.0,177037,14067,Other,Many
Shaco,5.0,2817.0,5.0,1.2857142857142858,0.0,11.0,98105,7944,TopLane_Jungle,Few
Yasuo,1263.0,4479.0,1263.0,1.5,1.0,13.0,127794,11288,Other,Many
Zed,293.0,16274.0,293.0,17.0,1.0,25.0,113327,9771,TopLane_Jungle,Few
Viego,78.0,25538.0,78.0,6.0,0.0,14.0,91106,6363,TopLane_Jungle,Few
Irelia,3926.0,4174.0,3926.0,1.8,1.0,12.0,123098,9958,TopLane_Jungle,Many
XinZhao,0.0,11487.0,0.0,1.6,0.0,22.0,151702,9948,TopLane_Jungle,Few
Renekton,5016.0,6683.0,5016.0,2.5,2.0,30.0,134205,12002,TopLane_Jungle,Many
TwistedFate,0.0,0.0,0.0,1.125,0.0,19.0,88155,8442,Other,Many
Ziggs,5741.0,10534.0,5741.0,2.6666666666666665,1.0,18.0,174292,11680,Other,Many
Irelia,613.0,3201.0,613.0,0.8571428571428571,0.0,15.0,85437,8235,TopLane_Jungle,Many
Draven,2282.0,3167.0,2282.0,2.142857142857143,1.0,37.0,188538,16660,Other,Many
Irelia,1460.0,1460.0,1460.0,3.5,0.0,9.0,125323,11176,Other,Many
TahmKench,2688.0,4297.0,2688.0,2.0,1.0,41.0,110038,10468,TopLane_Jungle,Many
Viego,0.0,12019.0,0.0,0.7,0.0,39.0,129224,8725,TopLane_Jungle,Few
Leona,1403.0,1462.0,1403.0,16.0,0.0,99.0,24460,9263,Other,Few
Blitzcrank,0.0,159.0,0.0,0.875,0.0,28.0,14415,5615,Other,Few
Blitzcrank,430.0,711.0,430.0,2.75,0.0,82.0,22155,7946,Other,Few
Cassiopeia,4372.0,5304.0,4372.0,1.6666666666666667,1.0,26.0,121039,11088,TopLane_Jungle,Many
Aphelios,3478.0,11044.0,3478.0,1.2,1.0,20.0,123291,10634,Other,Many
Lux,605.0,1290.0,605.0,0.7142857142857143,0.0,62.0,21806,6377,Other,Few
Talon,1996.0,48191.0,1996.0,11.5,2.0,30.0,225595,14360,TopLane_Jungle,Few
Garen,4704.0,4704.0,4704.0,1.25,1.0,13.0,94468,7871,TopLane_Jungle,Many
Qiyana,848.0,15859.0,848.0,1.3333333333333333,1.0,34.0,197748,12259,TopLane_Jungle,Few
Jhin,3541.0,3541.0,3541.0,2.0,1.0,30.0,158999,13243,Other,Many
Leona,63.0,63.0,63.0,1.0,0.0,62.0,19121,5255,Other,Few
Rakan,1831.0,2496.0,1831.0,4.0,0.0,101.0,28305,9271,Other,Few
MonkeyKing,2058.0,2058.0,2058.0,3.0,1.0,13.0,38866,6964,TopLane_Jungle,Few
Rell,15.0,1761.0,15.0,2.2,0.0,74.0,20804,6767,Other,Few
Vex,0.0,5971.0,0.0,1.875,0.0,32.0,131127,11934,TopLane_Jungle,Many
Diana,8330.0,35827.0,8330.0,7.333333333333332,3.0,22.0,181729,12826,TopLane_Jungle,Few
Thresh,0.0,224.0,0.0,0.6363636363636364,0.0,30.0,12402,5853,Other,Few
Jhin,3009.0,8670.0,3009.0,2.833333333333333,2.0,26.0,153494,11943,Other,Many
Galio,1842.0,3641.0,1842.0,6.25,0.0,33.0,120884,12280,Other,Many
LeeSin,4372.0,17196.0,4372.0,2.75,1.0,31.0,140136,11904,TopLane_Jungle,Few
Maokai,0.0,46.0,0.0,0.8333333333333334,0.0,23.0,26193,5332,Other,Few
Nidalee,903.0,6187.0,903.0,1.1666666666666667,0.0,26.0,89250,7138,TopLane_Jungle,Few
Yone,101.0,9093.0,101.0,1.7777777777777777,0.0,26.0,173572,12940,Other,Many
LeeSin,986.0,27613.0,986.0,8.333333333333334,4.0,25.0,139141,12890,TopLane_Jungle,Few
Leona,232.0,232.0,232.0,5.75,0.0,29.0,15855,7250,Other,Few
Vex,445.0,1615.0,445.0,2.5,0.0,94.0,86224,10196,Other,Few
Tryndamere,5141.0,14451.0,5141.0,8.0,3.0,23.0,124337,11747,TopLane_Jungle,Many
XinZhao,0.0,5021.0,0.0,1.0,0.0,23.0,63124,7710,TopLane_Jungle,Few
Rakan,1194.0,1194.0,1194.0,4.0,0.0,31.0,13998,5096,Other,Few
Vayne,10403.0,21092.0,10403.0,1.8,2.0,17.0,141852,14283,TopLane_Jungle,Many
Corki,1224.0,1922.0,1224.0,0.75,1.0,26.0,126456,10958,Other,Many
Karma,2088.0,3921.0,2088.0,1.6666666666666667,0.0,66.0,31471,10014,Other,Few
Zoe,1202.0,1202.0,1202.0,13.0,0.0,12.0,54812,6146,Other,Many
Viego,0.0,10427.0,0.0,1.6,0.0,20.0,106265,8886,TopLane_Jungle,Few
Leona,59.0,428.0,59.0,3.333333333333333,0.0,75.0,20987,8331,Other,Few
Zac,0.0,4215.0,0.0,1.2857142857142858,0.0,29.0,119044,9993,TopLane_Jungle,Few
Renekton,11438.0,15869.0,11438.0,8.0,2.0,13.0,153414,12546,TopLane_Jungle,Many
Tryndamere,4949.0,6702.0,4949.0,2.5,2.0,17.0,120536,11437,TopLane_Jungle,Many
Yone,99.0,15016.0,99.0,4.5,0.0,11.0,118847,8584,Other,Many
Syndra,244.0,1401.0,244.0,1.1111111111111112,0.0,17.0,90611,9211,Other,Many
Camille,0.0,0.0,0.0,0.8,0.0,20.0,58127,6697,TopLane_Jungle,Many
Jayce,11747.0,27309.0,11747.0,1.25,3.0,14.0,249435,16271,TopLane_Jungle,Many
Ezreal,1154.0,1154.0,1154.0,0.25,0.0,10.0,63237,5675,Other,Many
Diana,3822.0,31044.0,3822.0,7.0,2.0,26.0,193437,15619,TopLane_Jungle,Few
Rakan,0.0,53.0,0.0,2.333333333333333,0.0,26.0,9910,5462,Other,Few
LeeSin,0.0,28249.0,0.0,2.571428571428572,0.0,28.0,147519,11728,TopLane_Jungle,Few
Gragas,4421.0,7437.0,4421.0,2.0,1.0,12.0,125115,10087,TopLane_Jungle,Many
Jinx,7430.0,10111.0,7430.0,1.3076923076923077,2.0,12.0,146453,12610,Other,Many
Graves,408.0,32019.0,408.0,19.0,0.0,38.0,201156,13688,TopLane_Jungle,Few
LeeSin,271.0,33203.0,271.0,9.5,2.0,29.0,131937,11553,TopLane_Jungle,Few
Ezreal,128.0,575.0,128.0,1.0,0.0,23.0,104835,8837,Other,Many
Caitlyn,3152.0,3790.0,3152.0,3.5,1.0,15.0,80418,7679,Other,Many
Samira,5687.0,15570.0,5687.0,1.8888888888888888,3.0,33.0,191134,16919,Other,Many
Talon,1213.0,13074.0,1213.0,3.2,1.0,35.0,187121,14384,TopLane_Jungle,Few
LeeSin,302.0,13647.0,302.0,5.5,1.0,13.0,65933,6316,TopLane_Jungle,Few
Kled,6104.0,8459.0,6104.0,12.0,2.0,12.0,87654,10277,TopLane_Jungle,Many
Ryze,962.0,15711.0,962.0,4.2,0.0,14.0,201577,13657,Other,Many
Corki,209.0,2702.0,209.0,0.625,0.0,15.0,152071,10724,Other,Many
Kindred,1085.0,19843.0,1085.0,2.8,1.0,47.0,175013,12971,TopLane_Jungle,Few
Graves,1524.0,20924.0,1524.0,0.6666666666666666,1.0,36.0,177386,12516,TopLane_Jungle,Many
