champion,damage_objectives,damage_building,damage_turrets,kda,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed
Syndra,3127.0,8990.0,3127.0,3.333333333333333,1.0,18.0,115666,9345,Other,Many
Evelynn,168.0,19637.0,168.0,12.0,1.0,9.0,132253,8337,TopLane_Jungle,Few
Lulu,207.0,207.0,207.0,7.0,0.0,37.0,12313,5453,Other,Few
Karthus,440.0,9241.0,440.0,1.4,0.0,15.0,123463,10069,Other,Many
Lux,0.0,0.0,0.0,1.0,0.0,49.0,18400,5308,Other,Few
Taric,0.0,10827.0,0.0,1.5,0.0,22.0,113242,8364,TopLane_Jungle,Few
Caitlyn,2899.0,3204.0,2899.0,1.2,0.0,26.0,145392,10726,Other,Many
Trundle,4420.0,42977.0,4420.0,11.0,3.0,24.0,123046,12655,TopLane_Jungle,Few
Viego,3943.0,32981.0,3943.0,4.6,0.0,29.0,171200,13586,TopLane_Jungle,Few
Lucian,7901.0,21071.0,7901.0,4.5,3.0,24.0,193996,15277,Other,Many
Leona,78.0,111.0,78.0,8.0,0.0,55.0,18860,7163,Other,Few
Olaf,1031.0,13540.0,1031.0,1.0,1.0,19.0,102197,7682,TopLane_Jungle,Few
Vi,0.0,778.0,0.0,1.3333333333333333,0.0,91.0,40608,7238,Other,Few
Zilean,920.0,1261.0,920.0,23.0,0.0,71.0,21322,8605,Other,Few
Thresh,252.0,582.0,252.0,2.333333333,0.0,52.0,24026,7705,Other,Few
Corki,166.0,244.0,166.0,0.666666667,0.0,15.0,72485,7136,Other,Many
LeeSin,251.0,4185.0,251.0,1.285714286,0.0,26.0,178109,11777,TopLane_Jungle,Few
Gangplank,1157.0,1210.0,1157.0,1.5,1.0,13.0,85466,8393,TopLane_Jungle,Many
Aphelios,13995.0,37899.0,13995.0,2.2,6.0,14.0,240220,16471,Other,Many
Thresh,117.0,218.0,117.0,2.0,0.0,38.0,15112,4706,Other,Few
Hecarim,508.0,24281.0,508.0,12.0,0.0,23.0,116069,8455,TopLane_Jungle,Few
Vayne,1851.0,19334.0,1851.0,3.8,1.0,33.0,142162,13137,Other,Many
Soraka,553.0,2304.0,553.0,6.0,0.0,52.0,20662,8157,Other,Few
Caitlyn,6423.0,12909.0,6423.0,2.75,2.0,32.0,217207,14829,Other,Many
XinZhao,952.0,32525.0,952.0,25.0,1.0,30.0,184990,14173,TopLane_Jungle,Few
Thresh,608.0,915.0,608.0,2.833333333,1.0,51.0,18586,7267,Other,Few
Talon,161.0,10847.0,161.0,2.6,0.0,20.0,142168,10214,TopLane_Jungle,Few
LeeSin,1284.0,28434.0,1284.0,2.75,1.0,26.0,109518,9092,TopLane_Jungle,Few
Renekton,1725.0,2123.0,1725.0,2.0,0.0,17.0,84079,9230,TopLane_Jungle,Many
Gragas,2527.0,6681.0,2527.0,1.6666666666666667,1.0,28.0,149355,14129,TopLane_Jungle,Many
Syndra,2091.0,2409.0,2091.0,2.0,1.0,21.0,107183,10174,Other,Many
LeeSin,2433.0,16661.0,2433.0,3.6,0.0,17.0,101841,9074,TopLane_Jungle,Few
Viego,1499.0,16894.0,1499.0,3.8,1.0,17.0,106896,13102,TopLane_Jungle,Few
Aphelios,2981.0,5204.0,2981.0,2.5,1.0,17.0,75988,8490,Other,Many
Yuumi,2318.0,3584.0,2318.0,4.4,0.0,70.0,21931,8712,Other,Few
RekSai,5103.0,44696.0,5103.0,5.333333333333333,3.0,22.0,214602,13364,TopLane_Jungle,Few
Camille,1827.0,6120.0,1827.0,1.75,1.0,21.0,126281,12494,TopLane_Jungle,Many
Galio,3011.0,3909.0,3011.0,4.0,4.0,36.0,123868,10377,Other,Many
Kennen,0.0,2236.0,0.0,0.75,0.0,13.0,80118,7656,TopLane_Jungle,Many
Sylas,0.0,7984.0,0.0,8.666666667000001,0.0,11.0,99251,11819,Other,Many
Xayah,1032.0,4897.0,1032.0,1.25,0.0,27.0,130872,9092,Other,Many
Graves,2599.0,26284.0,2599.0,4.8,0.0,29.0,188741,14006,TopLane_Jungle,Few
Lux,4256.0,11257.0,4256.0,7.0,1.0,22.0,139912,12271,Other,Many
Zed,1125.0,5661.0,1125.0,2.888888889,0.0,41.0,203204,16912,TopLane_Jungle,Few
Blitzcrank,234.0,234.0,234.0,7.0,1.0,75.0,14486,8251,Other,Few
Elise,0.0,6362.0,0.0,1.6666666666666667,0.0,26.0,116532,10980,TopLane_Jungle,Few
Trundle,2470.0,11169.0,2470.0,4.0,1.0,19.0,90402,6806,TopLane_Jungle,Few
Viktor,5186.0,5274.0,5186.0,11.0,2.0,17.0,192421,17422,Other,Many
Nidalee,766.0,26074.0,766.0,13.0,1.0,18.0,133437,9808,TopLane_Jungle,Few
Jinx,2534.0,2534.0,2534.0,0.8,0.0,19.0,109552,9790,Other,Many
Vi,40.0,8722.0,40.0,1.7,0.0,31.0,121819,12750,TopLane_Jungle,Few
LeeSin,3117.0,18427.0,3117.0,5.75,2.0,23.0,124856,13471,TopLane_Jungle,Few
Karthus,671.0,28748.0,671.0,6.666666666666668,1.0,28.0,217968,14371,TopLane_Jungle,Few
JarvanIV,0.0,6210.0,0.0,2.0,0.0,26.0,114269,8249,TopLane_Jungle,Few
Viego,1038.0,28237.0,1038.0,5.5,1.0,23.0,123460,9049,TopLane_Jungle,Few
Ezreal,1587.0,9873.0,1587.0,2.222222222,1.0,16.0,244643,14953,Other,Many
Taliyah,3787.0,22385.0,3787.0,24.0,2.0,28.0,110759,10878,TopLane_Jungle,Few
Pyke,0.0,128.0,0.0,5.0,0.0,14.0,13524,5410,Other,Few
TwistedFate,434.0,434.0,434.0,1.375,0.0,12.0,92394,8898,Other,Many
Jinx,5340.0,9331.0,5340.0,2.5,2.0,37.0,139110,11169,Other,Many
LeeSin,5293.0,29962.0,5293.0,2.6666666666666665,2.0,63.0,236554,17736,TopLane_Jungle,Few
LeeSin,0.0,6701.0,0.0,2.0,0.0,30.0,112072,9432,TopLane_Jungle,Few
Lulu,620.0,747.0,620.0,11.0,0.0,33.0,9098,4380,Other,Few
Nautilus,54.0,1015.0,54.0,2.25,0.0,54.0,18024,6974,Other,Few
Lissandra,27.0,27.0,27.0,0.3333333333333333,0.0,6.0,32697,3843,Other,Few
Ornn,1131.0,1819.0,1131.0,3.8,0.0,15.0,93372,11228,TopLane_Jungle,Many
Viego,5305.0,33195.0,5305.0,3.0,1.0,20.0,152779,10045,TopLane_Jungle,Few
Lucian,84.0,84.0,84.0,0.7142857140000001,0.0,15.0,101156,8019,TopLane_Jungle,Many
Thresh,899.0,899.0,899.0,3.333333333333333,2.0,37.0,13470,6125,Other,Few
Viego,0.0,8161.0,0.0,1.5,0.0,18.0,72544,5173,TopLane_Jungle,Few
Galio,475.0,543.0,475.0,0.666666667,0.0,20.0,55082,6975,Other,Few
Zoe,3909.0,4162.0,3909.0,4.0,1.0,22.0,150373,13494,Other,Many
Graves,3785.0,30752.0,3785.0,12.0,2.0,29.0,188495,14675,TopLane_Jungle,Few
Viego,78.0,25538.0,78.0,6.0,0.0,14.0,91106,6363,TopLane_Jungle,Few
Ryze,4181.0,6793.0,4181.0,1.4285714285714286,3.0,20.0,233978,13197,Other,Many
Sett,3493.0,5629.0,3493.0,2.75,1.0,25.0,81306,9915,TopLane_Jungle,Many
Yasuo,3308.0,6957.0,3308.0,1.0,1.0,11.0,94438,7453,Other,Many
Ryze,1830.0,7973.0,1830.0,1.5555555555555556,0.0,23.0,192291,11981,Other,Many
Karma,982.0,4106.0,982.0,1.25,0.0,63.0,26982,6712,Other,Few
Veigar,4519.0,4763.0,4519.0,5.333333333,2.0,20.0,133252,12108,Other,Many
Rakan,1447.0,2389.0,1447.0,6.333333333333332,2.0,71.0,21154,7609,Other,Few
Kayn,0.0,677.0,0.0,1.25,0.0,7.0,62921,5201,TopLane_Jungle,Few
Nautilus,1115.0,2282.0,1115.0,2.25,1.0,70.0,24286,9843,Other,Few
Soraka,623.0,623.0,623.0,1.0,0.0,39.0,10190,5371,Other,Few
Kayn,0.0,8073.0,0.0,2.6666666666666665,0.0,14.0,127067,8014,TopLane_Jungle,Few
Diana,8330.0,35827.0,8330.0,7.333333333333332,3.0,22.0,181729,12826,TopLane_Jungle,Few
Zoe,3080.0,8011.0,3080.0,4.333333333333333,2.0,20.0,137469,11289,Other,Many
Yone,7136.0,16222.0,7136.0,1.6666666666666667,3.0,30.0,240534,14133,TopLane_Jungle,Many
RekSai,781.0,13468.0,781.0,1.0,1.0,55.0,128508,11612,TopLane_Jungle,Few
TwistedFate,1068.0,1068.0,1068.0,2.0,0.0,12.0,62048,6290,Other,Many
RekSai,3121.0,28354.0,3121.0,7.0,1.0,17.0,121416,9571,TopLane_Jungle,Few
Xayah,5382.0,10458.0,5382.0,4.333333333,2.0,10.0,70067,8923,Other,Many
Corki,94.0,7042.0,94.0,1.888888889,0.0,24.0,201168,15972,Other,Many
Nidalee,1048.0,27907.0,1048.0,6.0,1.0,26.0,174532,12091,TopLane_Jungle,Few
Jax,2587.0,7024.0,2587.0,0.4545454545454545,1.0,15.0,83516,7935,TopLane_Jungle,Many
Elise,3514.0,21872.0,3514.0,6.666666666666668,2.0,31.0,112692,11742,TopLane_Jungle,Few
Karthus,0.0,5531.0,0.0,2.0,0.0,18.0,119738,8401,TopLane_Jungle,Few
Lulu,599.0,1140.0,599.0,3.1666666666666665,0.0,97.0,9587,9415,Other,Few
Lucian,509.0,2526.0,509.0,0.647058824,0.0,35.0,179873,13430,Other,Many
Zilean,1163.0,1163.0,1163.0,1.363636364,0.0,56.0,17597,7215,Other,Few
Syndra,441.0,983.0,441.0,0.857142857,0.0,14.0,69429,7065,Other,Many
Jhin,3664.0,6818.0,3664.0,1.875,2.0,14.0,88203,9446,Other,Many
Akshan,2671.0,6152.0,2671.0,1.166666667,1.0,26.0,131494,11502,TopLane_Jungle,Many
Ryze,1807.0,4190.0,1807.0,2.0,1.0,34.0,93922,9939,Other,Many
Graves,1835.0,23487.0,1835.0,1.375,1.0,30.0,245463,13315,TopLane_Jungle,Few
Jhin,3500.0,5472.0,3500.0,1.5555555559999998,1.0,35.0,167257,12675,Other,Many
Vex,0.0,84.0,0.0,0.0,0.0,9.0,41632,4399,Other,Many
Nidalee,2691.0,44079.0,2691.0,5.0,2.0,62.0,181240,13033,TopLane_Jungle,Few
Jhin,192.0,412.0,192.0,0.9,1.0,20.0,100647,9793,Other,Many
Vayne,3607.0,3607.0,3607.0,1.75,1.0,15.0,46393,6841,TopLane_Jungle,Many
Gragas,0.0,0.0,0.0,0.0,0.0,10.0,59892,5287,TopLane_Jungle,Many
LeeSin,0.0,18390.0,0.0,2.1666666666666665,0.0,37.0,193287,12382,TopLane_Jungle,Few
Jhin,1470.0,1470.0,1470.0,1.6,1.0,20.0,113706,9244,Other,Many
Pyke,2298.0,2298.0,2298.0,5.4,1.0,122.0,33919,12951,Other,Few
Gragas,99.0,2743.0,99.0,2.0,0.0,58.0,33600,8445,Other,Few
Aphelios,7825.0,14678.0,7825.0,5.0,3.0,27.0,170069,14582,Other,Many
Kennen,570.0,3603.0,570.0,1.571428571,0.0,21.0,103521,11719,TopLane_Jungle,Many
Urgot,5107.0,5107.0,5107.0,1.5,1.0,29.0,179790,12868,TopLane_Jungle,Many
Caitlyn,2646.0,2747.0,2646.0,0.8,0.0,20.0,89689,8287,Other,Many
Sona,1141.0,3602.0,1141.0,1.2727272727272727,1.0,35.0,45574,8476,Other,Few
Rumble,1918.0,2849.0,1918.0,2.857142857,0.0,12.0,137408,11959,Other,Many
Jayce,7734.0,17364.0,7734.0,3.6,4.0,35.0,237488,18802,TopLane_Jungle,Many
Xerath,2947.0,6656.0,2947.0,3.0,0.0,25.0,165403,12759,Other,Many
Yasuo,2709.0,8759.0,2709.0,0.8888888888888888,0.0,9.0,108182,9516,Other,Many
Zoe,0.0,0.0,0.0,0.875,0.0,19.0,76922,7736,Other,Many
Teemo,2634.0,5389.0,2634.0,0.1666666666666666,0.0,8.0,70106,6695,TopLane_Jungle,Many
Caitlyn,10772.0,29728.0,10772.0,4.0,2.0,49.0,313067,21294,Other,Many
Lulu,1312.0,2031.0,1312.0,6.5,0.0,58.0,15253,7864,Other,Few
Graves,0.0,1812.0,0.0,0.75,0.0,12.0,55282,4706,TopLane_Jungle,Few
Corki,5094.0,13703.0,5094.0,1.875,3.0,37.0,287669,18250,Other,Many
Nasus,3138.0,5571.0,3138.0,1.833333333,1.0,6.0,126732,11481,TopLane_Jungle,Many
Akshan,2842.0,2842.0,2842.0,2.2222222222222223,3.0,17.0,135628,14340,Other,Many
Xayah,1818.0,1818.0,1818.0,0.444444444,0.0,43.0,121693,9822,Other,Many
Yone,701.0,701.0,701.0,0.25,0.0,7.0,48104,5205,Other,Few
Jinx,10636.0,19127.0,10636.0,7.0,5.0,30.0,221496,16776,Other,Many
Jayce,2182.0,5367.0,2182.0,1.2,1.0,50.0,204819,12280,TopLane_Jungle,Many
Pantheon,3428.0,8736.0,3428.0,4.75,3.0,26.0,154803,17141,Other,Many
Cassiopeia,833.0,7033.0,833.0,3.5,1.0,41.0,238632,14590,Other,Many
Graves,1774.0,5249.0,1774.0,9.0,1.0,10.0,89876,7771,TopLane_Jungle,Many
Vayne,3403.0,4195.0,3403.0,1.8571428571428568,1.0,18.0,117185,12568,Other,Many
Sona,154.0,2008.0,154.0,0.2142857142857142,0.0,38.0,16109,5813,Other,Few
Ziggs,16530.0,18648.0,16530.0,4.333333333333333,3.0,15.0,126469,10276,Other,Many
Draven,3088.0,3247.0,3088.0,0.7,1.0,7.0,139309,10997,Other,Many
XinZhao,1933.0,66410.0,1933.0,5.666666666666668,1.0,59.0,236484,15839,TopLane_Jungle,Few
Talon,0.0,26307.0,0.0,2.166666667,0.0,20.0,181018,10330,TopLane_Jungle,Few
Seraphine,1169.0,1281.0,1169.0,2.25,0.0,22.0,141940,10196,Other,Many
Irelia,1536.0,4595.0,1536.0,0.0833333333333333,1.0,10.0,125067,8530,TopLane_Jungle,Many
Caitlyn,10256.0,17281.0,10256.0,4.75,5.0,23.0,119675,13867,Other,Many
XinZhao,2983.0,30314.0,2983.0,5.5,3.0,29.0,135845,10163,TopLane_Jungle,Few
Kindred,1554.0,21493.0,1554.0,3.6666666666666665,0.0,30.0,172761,12387,TopLane_Jungle,Few
Sett,0.0,1041.0,0.0,0.333333333,0.0,11.0,77021,7371,TopLane_Jungle,Many
Lucian,11679.0,17768.0,11679.0,7.0,4.0,46.0,201263,15779,Other,Many
Nautilus,382.0,797.0,382.0,1.8571428571428568,0.0,98.0,19715,8368,Other,Few
Senna,1620.0,1620.0,1620.0,6.0,1.0,57.0,22190,7378,Other,Few
Camille,5629.0,5629.0,5629.0,4.666666667,2.0,25.0,102633,10542,TopLane_Jungle,Many
Gwen,9262.0,10342.0,9262.0,1.5,3.0,16.0,124765,11694,TopLane_Jungle,Many
Gragas,2224.0,5065.0,2224.0,1.5,1.0,23.0,133198,12074,TopLane_Jungle,Many
Fiora,531.0,531.0,531.0,1.0,0.0,7.0,60953,6981,TopLane_Jungle,Many
Janna,1969.0,4037.0,1969.0,5.4,1.0,50.0,27235,8800,Other,Few
Yone,763.0,910.0,763.0,0.375,0.0,8.0,56692,6049,Other,Many
Lux,378.0,836.0,378.0,2.2222222222222223,0.0,79.0,56386,9156,Other,Few
Ziggs,18551.0,20990.0,18551.0,6.333333333333332,3.0,15.0,141960,12040,Other,Many
Sylas,2862.0,4493.0,2862.0,1.875,2.0,48.0,239854,16951,Other,Many
Ekko,3014.0,3014.0,3014.0,0.428571429,1.0,9.0,97296,8029,Other,Many
RekSai,982.0,30624.0,982.0,4.0,1.0,20.0,141810,10224,TopLane_Jungle,Few
Graves,579.0,19295.0,579.0,1.6666666666666667,1.0,25.0,148087,10326,TopLane_Jungle,Few
Thresh,0.0,2369.0,0.0,6.0,0.0,37.0,15264,7362,Other,Few
Galio,0.0,599.0,0.0,2.0,0.0,57.0,35316,8106,Other,Few
Xerath,1299.0,8941.0,1299.0,3.166666667,0.0,42.0,254530,17917,Other,Many
Rakan,613.0,1398.0,613.0,5.333333333333333,0.0,75.0,19831,8101,Other,Few
Aphelios,12698.0,24827.0,12698.0,10.0,7.0,12.0,122222,11800,Other,Many
Jinx,7238.0,19634.0,7238.0,3.875,3.0,35.0,228479,16121,Other,Many
Sylas,9360.0,12493.0,9360.0,19.0,4.0,11.0,118574,13928,Other,Many
Lulu,515.0,1052.0,515.0,3.1,0.0,99.0,18484,11605,Other,Few
Jayce,19837.0,33640.0,19837.0,6.333333333333332,7.0,28.0,214002,20811,Other,Many
Lux,2716.0,2716.0,2716.0,20.0,0.0,63.0,32495,9126,Other,Few
Galio,0.0,6710.0,0.0,0.875,0.0,29.0,100923,8479,Other,Many
Jinx,10077.0,30324.0,10077.0,3.2,5.0,16.0,156760,11330,Other,Many
TwistedFate,1159.0,3370.0,1159.0,2.6,0.0,12.0,92830,9196,Other,Many
Ryze,962.0,15711.0,962.0,4.2,0.0,14.0,201577,13657,Other,Many
MissFortune,0.0,0.0,0.0,1.125,0.0,30.0,115279,10096,Other,Many
Aphelios,9418.0,18581.0,9418.0,6.75,5.0,27.0,175417,17083,Other,Many
Tryndamere,5141.0,14451.0,5141.0,8.0,3.0,23.0,124337,11747,TopLane_Jungle,Many
Sylas,607.0,3669.0,607.0,1.166666667,0.0,19.0,80715,9110,Other,Many
Yasuo,3253.0,4724.0,3253.0,0.8181818181818182,0.0,35.0,147037,9838,Other,Many
Shaco,138.0,20966.0,138.0,6.0,1.0,37.0,142733,11481,TopLane_Jungle,Few
Graves,1860.0,11920.0,1860.0,3.0,1.0,47.0,214025,16955,TopLane_Jungle,Few
LeeSin,349.0,14897.0,349.0,2.0,0.0,52.0,165283,12629,TopLane_Jungle,Few
Aphelios,2593.0,2996.0,2593.0,1.0,1.0,18.0,73708,8275,Other,Many
Zac,242.0,11632.0,242.0,1.222222222,1.0,33.0,116764,10292,TopLane_Jungle,Few
Zoe,1314.0,4745.0,1314.0,2.0,0.0,8.0,126522,8670,Other,Many
Nami,998.0,1411.0,998.0,4.5,0.0,36.0,13485,9983,Other,Few
Ryze,1488.0,14182.0,1488.0,4.5,0.0,16.0,123330,9988,Other,Many
Alistar,0.0,0.0,0.0,2.25,0.0,86.0,21320,8870,Other,Few
Talon,1624.0,39203.0,1624.0,4.142857142857143,2.0,26.0,240638,15997,TopLane_Jungle,Few
Twitch,15191.0,31898.0,15191.0,7.25,6.0,21.0,291500,20094,Other,Many
Jhin,2103.0,9416.0,2103.0,2.2,1.0,33.0,168800,13211,Other,Many
Graves,3380.0,5857.0,3380.0,2.0,2.0,31.0,171532,12741,TopLane_Jungle,Many
TwistedFate,7531.0,10569.0,7531.0,15.0,2.0,25.0,125729,10816,Other,Many
Sylas,1949.0,5739.0,1949.0,3.0,0.0,17.0,95601,12093,TopLane_Jungle,Many
Kayn,1119.0,13711.0,1119.0,1.2857142857142858,1.0,26.0,184345,10232,TopLane_Jungle,Few
Tryndamere,3523.0,6269.0,3523.0,2.2857142857142856,1.0,12.0,153328,13385,TopLane_Jungle,Many
Sett,6962.0,8672.0,6962.0,2.0,2.0,18.0,107961,10761,TopLane_Jungle,Many
Yuumi,152.0,470.0,152.0,0.7142857142857143,0.0,32.0,10435,5944,Other,Few
Lucian,1379.0,1379.0,1379.0,0.5,0.0,16.0,89993,7490,Other,Many
Tryndamere,16575.0,29080.0,16575.0,2.0,5.0,28.0,214971,14630,Other,Many
Ryze,428.0,7315.0,428.0,1.571428571,1.0,24.0,165037,11290,Other,Many
Rakan,1360.0,1360.0,1360.0,6.2,2.0,55.0,22023,9629,Other,Few
Gragas,4684.0,8733.0,4684.0,4.666666666666667,1.0,17.0,123835,11474,TopLane_Jungle,Many
Yone,4007.0,11355.0,4007.0,1.0,2.0,13.0,172208,12530,TopLane_Jungle,Many
LeeSin,986.0,27613.0,986.0,8.333333333333334,4.0,25.0,139141,12890,TopLane_Jungle,Few
Jhin,4136.0,6908.0,4136.0,3.25,2.0,20.0,135330,11645,Other,Many
Akshan,2269.0,2269.0,2269.0,0.8,0.0,18.0,96265,10866,Other,Many
Sylas,0.0,425.0,0.0,0.7777777777777778,0.0,14.0,54875,8043,Other,Many
Tryndamere,9600.0,21962.0,9600.0,5.333333333,4.0,24.0,194791,15415,Other,Many
Draven,0.0,2762.0,0.0,0.9,0.0,23.0,120447,12018,Other,Many
Syndra,674.0,674.0,674.0,0.7142857142857143,0.0,26.0,99112,9162,Other,Many
Viktor,6490.0,12608.0,6490.0,8.0,2.0,21.0,158236,12794,TopLane_Jungle,Many
Karma,1749.0,2373.0,1749.0,4.285714285714286,0.0,77.0,44403,10298,Other,Few
Viego,259.0,14356.0,259.0,6.0,0.0,16.0,75602,8157,TopLane_Jungle,Few
Renekton,1138.0,4313.0,1138.0,1.0,0.0,21.0,120785,9547,TopLane_Jungle,Many
Lucian,4559.0,11457.0,4559.0,5.0,2.0,20.0,173762,13485,Other,Many
TahmKench,0.0,0.0,0.0,0.7,0.0,29.0,23844,5702,Other,Few
Elise,0.0,8230.0,0.0,1.2727272727272727,0.0,25.0,78635,11031,TopLane_Jungle,Few
Thresh,0.0,834.0,0.0,10.0,0.0,59.0,14802,7379,Other,Few
Graves,2069.0,11092.0,2069.0,3.333333333333333,1.0,15.0,115214,9331,TopLane_Jungle,Few
Caitlyn,442.0,442.0,442.0,0.8571428571428571,0.0,12.0,72338,8156,Other,Many
Jayce,1343.0,5770.0,1343.0,1.0,1.0,14.0,154142,12751,TopLane_Jungle,Many
Veigar,0.0,2998.0,0.0,2.5,0.0,11.0,106630,7853,Other,Many
Trundle,10825.0,40581.0,10825.0,10.0,7.0,30.0,155854,12691,TopLane_Jungle,Few
Illaoi,3084.0,6055.0,3084.0,1.0,1.0,15.0,120543,8745,TopLane_Jungle,Many
Draven,8432.0,13968.0,8432.0,10.0,5.0,33.0,177799,16607,Other,Many
Ekko,4691.0,35154.0,4691.0,5.666666666666668,2.0,12.0,216887,13119,TopLane_Jungle,Few
Jinx,4259.0,7303.0,4259.0,1.0,2.0,12.0,126380,10743,Other,Many
LeeSin,425.0,12734.0,425.0,0.8333333333333334,1.0,18.0,119945,8269,TopLane_Jungle,Few
Jhin,5423.0,16516.0,5423.0,11.5,3.0,50.0,283652,18800,Other,Many
Caitlyn,239.0,239.0,239.0,1.0,0.0,12.0,36069,5451,Other,Few
Thresh,529.0,850.0,529.0,3.6666666666666665,0.0,63.0,20610,8208,Other,Few
MonkeyKing,234.0,4670.0,234.0,3.75,1.0,16.0,178022,14392,Other,Many
Jax,5320.0,11882.0,5320.0,8.0,2.0,21.0,151218,13933,TopLane_Jungle,Many
JarvanIV,41.0,18522.0,41.0,7.5,1.0,3.0,86680,7031,TopLane_Jungle,Few
Rakan,0.0,0.0,0.0,2.0,0.0,32.0,13337,4603,Other,Few
Ezreal,66.0,66.0,66.0,0.7142857140000001,0.0,15.0,58956,7705,Other,Many
Xayah,3127.0,3127.0,3127.0,1.5,1.0,41.0,140938,11108,Other,Many
Viktor,961.0,961.0,961.0,0.625,1.0,19.0,124589,9966,Other,Many
Viktor,1018.0,1018.0,1018.0,3.25,0.0,24.0,194060,14098,Other,Many
Lux,1176.0,3782.0,1176.0,4.333333333333333,0.0,81.0,33794,9378,Other,Few
Soraka,811.0,923.0,811.0,0.75,0.0,38.0,12193,5174,Other,Few
Fiddlesticks,498.0,1991.0,498.0,2.8571428571428568,0.0,91.0,30432,9391,Other,Few
Pyke,0.0,79.0,0.0,2.25,0.0,44.0,17010,5652,Other,Few
Ekko,0.0,15085.0,0.0,1.8333333333333333,1.0,17.0,173266,11428,TopLane_Jungle,Few
Jinx,13552.0,20657.0,13552.0,2.8,6.0,30.0,206960,17154,Other,Many
Leblanc,0.0,1790.0,0.0,3.0,0.0,9.0,54237,6055,Other,Many
Zoe,2664.0,2664.0,2664.0,6.0,0.0,23.0,88886,12665,Other,Many
Sylas,952.0,8672.0,952.0,4.666666666666667,0.0,25.0,115028,10445,Other,Many
Qiyana,2218.0,32203.0,2218.0,4.5,2.0,38.0,219633,14716,TopLane_Jungle,Few
Rakan,486.0,1883.0,486.0,4.25,0.0,72.0,19615,8388,Other,Few
Riven,1804.0,15429.0,1804.0,5.333333333333333,0.0,19.0,123382,11101,TopLane_Jungle,Many
Rell,107.0,311.0,107.0,5.333333333333333,1.0,62.0,19115,7736,Other,Few
Caitlyn,6349.0,25624.0,6349.0,2.2,3.0,28.0,247052,15970,Other,Many
Camille,1765.0,2930.0,1765.0,2.6,0.0,23.0,122334,11677,TopLane_Jungle,Many
Draven,11634.0,32840.0,11634.0,1.8571428571428568,2.0,27.0,232862,15870,Other,Many
Tristana,14081.0,30603.0,14081.0,3.0,6.0,30.0,384683,22459,Other,Many
Alistar,495.0,629.0,495.0,5.5,1.0,36.0,17794,7107,Other,Few
Yone,2967.0,3620.0,2967.0,2.0,0.0,12.0,108885,8608,TopLane_Jungle,Many
Darius,1690.0,1690.0,1690.0,1.25,0.0,6.0,55973,5681,TopLane_Jungle,Many
Rakan,777.0,884.0,777.0,2.666666667,0.0,51.0,17223,5631,Other,Few
Nidalee,0.0,21235.0,0.0,2.0,1.0,25.0,166271,10255,TopLane_Jungle,Few
Akali,0.0,0.0,0.0,1.4,0.0,20.0,114733,9666,Other,Many
Rengar,3058.0,19167.0,3058.0,3.5,2.0,36.0,144046,13059,TopLane_Jungle,Few
Jax,5263.0,12239.0,5263.0,1.5,1.0,22.0,121448,11810,TopLane_Jungle,Many
Viktor,4424.0,4424.0,4424.0,9.333333333,1.0,51.0,208571,16500,Other,Many
TwistedFate,372.0,1849.0,372.0,0.583333333,0.0,23.0,106887,10154,Other,Many
Sylas,0.0,2402.0,0.0,0.909090909,0.0,17.0,175019,14021,Other,Many
Janna,1300.0,2135.0,1300.0,8.5,1.0,40.0,14482,6984,Other,Few
MissFortune,0.0,344.0,0.0,0.5,0.0,9.0,43200,4867,Other,Many
MissFortune,164.0,164.0,164.0,0.4285714285714285,0.0,14.0,61123,6606,Other,Many
Irelia,0.0,150.0,0.0,0.0,0.0,7.0,38479,4435,Other,Many
Brand,1462.0,3871.0,1462.0,8.0,0.0,18.0,54053,7493,Other,Many
LeeSin,6599.0,24845.0,6599.0,9.0,2.0,34.0,135446,11972,TopLane_Jungle,Few
Ryze,336.0,336.0,336.0,0.8,1.0,19.0,80413,7548,Other,Many
Yone,7351.0,8313.0,7351.0,8.5,3.0,40.0,216979,16068,TopLane_Jungle,Many
Lux,6844.0,6951.0,6844.0,4.5,2.0,44.0,61208,9739,Other,Few
Xayah,3590.0,45916.0,3590.0,3.222222222,1.0,62.0,348285,22755,Other,Many
Nami,2552.0,2907.0,2552.0,7.0,1.0,81.0,12626,8046,Other,Few
Aphelios,6951.0,28333.0,6951.0,3.0,2.0,19.0,211676,14222,Other,Many
Alistar,369.0,501.0,369.0,3.333333333333333,0.0,70.0,22753,8674,Other,Few
Rell,48.0,2633.0,48.0,14.0,0.0,28.0,15846,5426,Other,Few
Diana,3822.0,31044.0,3822.0,7.0,2.0,26.0,193437,15619,TopLane_Jungle,Few
Viktor,82.0,82.0,82.0,0.0,0.0,14.0,36120,3668,Other,Few
LeeSin,0.0,16292.0,0.0,1.2222222222222223,0.0,24.0,112779,9124,TopLane_Jungle,Few
Rakan,1831.0,2496.0,1831.0,4.0,0.0,101.0,28305,9271,Other,Few
TahmKench,4717.0,6744.0,4717.0,1.0,1.0,16.0,64886,7755,TopLane_Jungle,Many
Blitzcrank,461.0,3813.0,461.0,2.7777777777777777,0.0,63.0,24732,8057,Other,Few
Senna,3874.0,15307.0,3874.0,5.0,0.0,56.0,69796,11107,Other,Few
Jhin,1499.0,2929.0,1499.0,4.0,1.0,12.0,60460,9795,Other,Many
